ID,Fecha,Usuario,Texto,Candidato_Mencionado,Hashtags,Sentimiento,Ganador,Sentimiento_Numerico,Polarización
990,2024-02-29,usuario_391,"Daniel Noboa no tiene experiencia para manejar el país, no lo veo como una opción viable.",Daniel Noboa,"#LuisaGonzález2023, #JanTopic2023, #PatricioZuquilanda2023",Negativo,1,1.0,-0.26335
1821,2024-04-23,usuario_950,"Votaré en blanco, ningún candidato, incluyendo Fernando Villavicencio, me representa realmente.",Fernando Villavicencio,"#LuisaGonzález2023, #Democracia",Neutro,0,,0.0
122,2025-01-23,usuario_866,"Daniel Noboa está ganando mucha popularidad en redes, pero eso no significa que sea la mejor opción.",Daniel Noboa,#LuisaGonzález2023,Neutro,1,1.0,-0.148
155,2024-08-22,usuario_494,Me preocupa que Xavier Hervas esté recibiendo apoyo de grupos cuestionables.,Xavier Hervas,"#DanielNoboa2023, #PolíticaEC",Neutro,0,,0.0
1911,2024-11-02,usuario_929,"Después del debate, mi opinión sobre Bolívar Armijos cambió completamente, ahora me parece más preparado.",Bolívar Armijos,"#EleccionesEC2023, #OttoSonnenholzner2023, #PatricioZuquilanda2023",Neutro,0,,0.0
357,2025-02-19,usuario_285,Me preocupa que Luisa González esté recibiendo apoyo de grupos cuestionables.,Luisa González,"#EduardoMaruri2023, #YakuPérez2023",Neutro,0,,0.0
1373,2024-08-04,usuario_702,"No me gusta la forma en la que Daniel Noboa maneja su campaña, no me genera confianza.",Daniel Noboa,"#FernandoVillavicencio2023, #DanielNoboa2023, #BolívarArmijos2023",Negativo,1,1.0,-0.26335
777,2024-11-17,usuario_97,"No confío en Fernando Villavicencio, sus discursos no me convencen.",Fernando Villavicencio,"#VotoConsciente, #FernandoVillavicencio2023",Negativo,0,,-0.26335
231,2024-04-20,usuario_537,Me parece que Daniel Noboa tiene las mejores propuestas para mejorar la economía del país.,Daniel Noboa,"#DanielNoboa2023, #OttoSonnenholzner2023, #JanTopic2023",Neutro,1,1.0,0.0
781,2024-11-12,usuario_976,Me parece que Yaku Pérez tiene las mejores propuestas para mejorar la economía del país.,Yaku Pérez,"#DanielNoboa2023, #LuisaGonzález2023",Neutro,0,,0.0
1526,2024-05-24,usuario_704,"Voy a votar por Daniel Noboa, es el único que realmente entiende los problemas de la gente.",Daniel Noboa,"#PatricioZuquilanda2023, #EduardoMaruri2023",Neutro,1,1.0,0.0
463,2024-08-16,usuario_253,Creo que Luisa González representa un cambio positivo para Ecuador.,Luisa González,#OttoSonnenholzner2023,Neutro,0,,0.0
1726,2024-08-21,usuario_804,Jan Topic está manipulando la opinión pública con información falsa.,Jan Topic,"#OttoSonnenholzner2023, #EleccionesEC2023, #EduardoMaruri2023",Neutro,0,,0.0
698,2024-06-30,usuario_4,Luisa González está manipulando la opinión pública con información falsa.,Luisa González,"#BolívarArmijos2023, #PatricioZuquilanda2023",Neutro,0,,0.0
1277,2024-06-06,usuario_377,"No confío en Daniel Noboa, sus discursos no me convencen.",Daniel Noboa,"#XavierHervas2023, #EduardoMaruri2023",Negativo,1,1.0,-0.26335
1300,2024-08-29,usuario_64,"Las ideas de Daniel Noboa sobre educación son interesantes, pero falta más detalle.",Daniel Noboa,"#JanTopic2023, #EleccionesEC2023",Neutro,1,1.0,0.0
169,2024-03-14,usuario_359,"La gente debería informarse mejor antes de criticar a Daniel Noboa, sus propuestas son buenas.",Daniel Noboa,#JanTopic2023,Neutro,1,1.0,0.0
259,2024-08-25,usuario_787,Me parece que Jan Topic tiene las mejores propuestas para mejorar la economía del país.,Jan Topic,"#EleccionesEC2023, #VotoConsciente, #Democracia",Neutro,0,,0.0
431,2024-05-16,usuario_501,Daniel Noboa tiene un plan claro para reducir la inseguridad en el país.,Daniel Noboa,"#PatricioZuquilanda2023, #EduardoMaruri2023, #OttoSonnenholzner2023",Neutro,1,1.0,0.0
157,2024-10-13,usuario_217,Me preocupa que Bolívar Armijos esté recibiendo apoyo de grupos cuestionables.,Bolívar Armijos,#FernandoVillavicencio2023,Neutro,0,,0.0
359,2024-03-05,usuario_816,"Xavier Hervas representa los mismos problemas del pasado, no trae nada nuevo.",Xavier Hervas,"#YakuPérez2023, #FernandoVillavicencio2023, #PatricioZuquilanda2023",Neutro,0,,-0.148
726,2024-07-21,usuario_209,"Cada vez que escucho hablar a Fernando Villavicencio, me genera más dudas sobre su capacidad.",Fernando Villavicencio,"#VotoConsciente, #EduardoMaruri2023, #OttoSonnenholzner2023",Neutro,0,,0.0
1607,2024-09-05,usuario_483,Creo que Xavier Hervas representa un cambio positivo para Ecuador.,Xavier Hervas,"#PolíticaEC, #BolívarArmijos2023, #PatricioZuquilanda2023",Neutro,0,,0.0
1639,2024-10-20,usuario_685,Me preocupa que Daniel Noboa esté recibiendo apoyo de grupos cuestionables.,Daniel Noboa,#EduardoMaruri2023,Neutro,1,1.0,0.0
346,2025-02-05,usuario_701,"No confío en Otto Sonnenholzner, sus discursos no me convencen.",Otto Sonnenholzner,"#OttoSonnenholzner2023, #YakuPérez2023",Negativo,0,,-0.26335
1156,2024-11-02,usuario_115,"Jan Topic está ganando mucha popularidad en redes, pero eso no significa que sea la mejor opción.",Jan Topic,#Democracia,Neutro,0,,-0.148
1016,2024-04-23,usuario_113,Otto Sonnenholzner tiene un plan claro para reducir la inseguridad en el país.,Otto Sonnenholzner,#XavierHervas2023,Neutro,0,,0.0
457,2024-03-26,usuario_739,"Este gobierno necesita un cambio, y Xavier Hervas puede ser la persona indicada.",Xavier Hervas,#YakuPérez2023,Neutro,0,,0.0
1267,2024-08-04,usuario_772,"Este gobierno necesita un cambio, y Bolívar Armijos puede ser la persona indicada.",Bolívar Armijos,"#LuisaGonzález2023, #PolíticaEC, #YakuPérez2023",Neutro,0,,0.0
1900,2024-11-06,usuario_570,"La gente debería informarse mejor antes de criticar a Bolívar Armijos, sus propuestas son buenas.",Bolívar Armijos,"#Democracia, #DanielNoboa2023",Neutro,0,,0.0
1599,2025-01-12,usuario_927,"Daniel Noboa está ganando mucha popularidad en redes, pero eso no significa que sea la mejor opción.",Daniel Noboa,"#PatricioZuquilanda2023, #FernandoVillavicencio2023",Neutro,1,1.0,-0.148
362,2025-02-10,usuario_632,Yaku Pérez está manipulando la opinión pública con información falsa.,Yaku Pérez,"#LuisaGonzález2023, #VotoConsciente, #DanielNoboa2023",Neutro,0,,0.0
1794,2024-03-28,usuario_630,Daniel Noboa tiene un plan claro para reducir la inseguridad en el país.,Daniel Noboa,#EduardoMaruri2023,Neutro,1,1.0,0.0
853,2024-07-24,usuario_767,"Luisa González no tiene experiencia para manejar el país, no lo veo como una opción viable.",Luisa González,#XavierHervas2023,Negativo,0,,-0.26335
1064,2024-09-21,usuario_431,"Después del debate, mi opinión sobre Fernando Villavicencio cambió completamente, ahora me parece más preparado.",Fernando Villavicencio,"#YakuPérez2023, #BolívarArmijos2023, #PolíticaEC",Neutro,0,,0.0
534,2024-08-22,usuario_511,"Fernando Villavicencio representa los mismos problemas del pasado, no trae nada nuevo.",Fernando Villavicencio,"#EduardoMaruri2023, #FernandoVillavicencio2023",Neutro,0,,-0.148
963,2024-10-01,usuario_608,"La gente debería informarse mejor antes de criticar a Daniel Noboa, sus propuestas son buenas.",Daniel Noboa,#JanTopic2023,Neutro,1,1.0,0.0
388,2024-11-30,usuario_504,"Después del debate, mi opinión sobre Daniel Noboa cambió completamente, ahora me parece más preparado.",Daniel Noboa,"#LuisaGonzález2023, #BolívarArmijos2023",Neutro,1,1.0,0.0
1526,2024-05-24,usuario_704,"Voy a votar por Daniel Noboa, es el único que realmente entiende los problemas de la gente.",Daniel Noboa,"#PatricioZuquilanda2023, #EduardoMaruri2023",Neutro,1,1.0,0.0
822,2025-01-24,usuario_344,"No confío en Daniel Noboa, sus discursos no me convencen.",Daniel Noboa,#EleccionesEC2023,Negativo,1,1.0,-0.26335
90,2024-07-17,usuario_579,"Los medios están atacando a Bolívar Armijos, pero creo que tiene buenas intenciones.",Bolívar Armijos,#EleccionesEC2023,Neutro,0,,0.0
482,2024-11-12,usuario_812,"Cada vez que escucho hablar a Daniel Noboa, me genera más dudas sobre su capacidad.",Daniel Noboa,"#EduardoMaruri2023, #BolívarArmijos2023, #EleccionesEC2023",Neutro,1,1.0,0.0
1742,2024-06-04,usuario_398,"Daniel Noboa no tiene experiencia para manejar el país, no lo veo como una opción viable.",Daniel Noboa,"#PatricioZuquilanda2023, #PolíticaEC",Negativo,1,1.0,-0.26335
1040,2024-09-03,usuario_960,"No confío en Fernando Villavicencio, sus discursos no me convencen.",Fernando Villavicencio,"#OttoSonnenholzner2023, #DanielNoboa2023",Negativo,0,,-0.26335
564,2025-01-15,usuario_169,Daniel Noboa está manipulando la opinión pública con información falsa.,Daniel Noboa,"#DanielNoboa2023, #PolíticaEC",Neutro,1,1.0,0.0
293,2024-06-07,usuario_858,Me parece que Jan Topic tiene las mejores propuestas para mejorar la economía del país.,Jan Topic,#JanTopic2023,Neutro,0,,0.0
1472,2024-09-21,usuario_513,"No creo que Daniel Noboa pueda cumplir sus promesas, pero aún así es mejor que las otras opciones.",Daniel Noboa,"#OttoSonnenholzner2023, #FernandoVillavicencio2023, #PolíticaEC",Neutro,1,1.0,-0.148
388,2024-11-30,usuario_504,"Después del debate, mi opinión sobre Daniel Noboa cambió completamente, ahora me parece más preparado.",Daniel Noboa,"#LuisaGonzález2023, #BolívarArmijos2023",Neutro,1,1.0,0.0
1066,2024-11-13,usuario_147,"Después de leer su plan de gobierno, me convencí de que Otto Sonnenholzner es la mejor opción.",Otto Sonnenholzner,"#FernandoVillavicencio2023, #Democracia",Neutro,0,,0.0
1631,2024-09-22,usuario_89,Daniel Noboa tiene un plan claro para reducir la inseguridad en el país.,Daniel Noboa,#EduardoMaruri2023,Neutro,1,1.0,0.0
1015,2025-01-16,usuario_77,"Las ideas de Daniel Noboa sobre educación son interesantes, pero falta más detalle.",Daniel Noboa,"#XavierHervas2023, #EduardoMaruri2023, #FernandoVillavicencio2023",Neutro,1,1.0,0.0
884,2024-12-17,usuario_391,"Votaré en blanco, ningún candidato, incluyendo Luisa González, me representa realmente.",Luisa González,"#XavierHervas2023, #BolívarArmijos2023",Neutro,0,,0.0
1010,2024-06-24,usuario_635,Daniel Noboa tiene un plan claro para reducir la inseguridad en el país.,Daniel Noboa,"#VotoConsciente, #LuisaGonzález2023, #XavierHervas2023",Neutro,1,1.0,0.0
475,2024-10-18,usuario_240,Otto Sonnenholzner está manipulando la opinión pública con información falsa.,Otto Sonnenholzner,"#VotoConsciente, #PatricioZuquilanda2023",Neutro,0,,0.0
1071,2024-12-25,usuario_98,"Bolívar Armijos está ganando mucha popularidad en redes, pero eso no significa que sea la mejor opción.",Bolívar Armijos,#EleccionesEC2023,Neutro,0,,-0.148
505,2024-09-06,usuario_432,Me parece que Daniel Noboa tiene las mejores propuestas para mejorar la economía del país.,Daniel Noboa,"#JanTopic2023, #BolívarArmijos2023, #DanielNoboa2023",Neutro,1,1.0,0.0
122,2025-01-23,usuario_866,"Daniel Noboa está ganando mucha popularidad en redes, pero eso no significa que sea la mejor opción.",Daniel Noboa,#LuisaGonzález2023,Neutro,1,1.0,-0.148
375,2024-09-02,usuario_129,"Las ideas de Xavier Hervas sobre educación son interesantes, pero falta más detalle.",Xavier Hervas,"#LuisaGonzález2023, #YakuPérez2023",Neutro,0,,0.0
759,2025-01-19,usuario_72,"Votaré en blanco, ningún candidato, incluyendo Bolívar Armijos, me representa realmente.",Bolívar Armijos,"#FernandoVillavicencio2023, #PolíticaEC",Neutro,0,,0.0
1812,2024-03-27,usuario_906,Otto Sonnenholzner está manipulando la opinión pública con información falsa.,Otto Sonnenholzner,"#LuisaGonzález2023, #FernandoVillavicencio2023, #OttoSonnenholzner2023",Neutro,0,,0.0
131,2025-01-30,usuario_256,Me preocupa que Otto Sonnenholzner esté recibiendo apoyo de grupos cuestionables.,Otto Sonnenholzner,#OttoSonnenholzner2023,Neutro,0,,0.0
1050,2025-02-17,usuario_463,"No confío en Daniel Noboa, sus discursos no me convencen.",Daniel Noboa,"#VotoConsciente, #XavierHervas2023",Negativo,1,1.0,-0.26335
1303,2024-07-14,usuario_158,"Votaré en blanco, ningún candidato, incluyendo Jan Topic, me representa realmente.",Jan Topic,"#BolívarArmijos2023, #LuisaGonzález2023",Neutro,0,,0.0
1533,2024-09-17,usuario_226,"No confío en Luisa González, sus discursos no me convencen.",Luisa González,"#FernandoVillavicencio2023, #EleccionesEC2023, #Democracia",Negativo,0,,-0.26335
669,2024-08-26,usuario_917,"No me gusta la forma en la que Fernando Villavicencio maneja su campaña, no me genera confianza.",Fernando Villavicencio,"#PolíticaEC, #EduardoMaruri2023, #JanTopic2023",Negativo,0,,-0.26335
1875,2024-04-11,usuario_976,"Daniel Noboa representa los mismos problemas del pasado, no trae nada nuevo.",Daniel Noboa,"#Democracia, #OttoSonnenholzner2023, #FernandoVillavicencio2023",Neutro,1,1.0,-0.148
1793,2024-12-28,usuario_750,Me parece que Jan Topic tiene las mejores propuestas para mejorar la economía del país.,Jan Topic,#EduardoMaruri2023,Neutro,0,,0.0
1422,2024-08-20,usuario_819,Daniel Noboa tiene un plan claro para reducir la inseguridad en el país.,Daniel Noboa,"#PolíticaEC, #YakuPérez2023, #XavierHervas2023",Neutro,1,1.0,0.0
235,2024-11-07,usuario_132,Me preocupa que Otto Sonnenholzner esté recibiendo apoyo de grupos cuestionables.,Otto Sonnenholzner,"#XavierHervas2023, #PolíticaEC",Neutro,0,,0.0
1710,2024-05-06,usuario_766,"La gente debería informarse mejor antes de criticar a Fernando Villavicencio, sus propuestas son buenas.",Fernando Villavicencio,#Democracia,Neutro,0,,0.0
134,2024-05-15,usuario_320,Me preocupa que Daniel Noboa esté recibiendo apoyo de grupos cuestionables.,Daniel Noboa,"#EduardoMaruri2023, #Democracia",Neutro,1,1.0,0.0
1374,2024-05-02,usuario_615,"Daniel Noboa no tiene experiencia para manejar el país, no lo veo como una opción viable.",Daniel Noboa,"#EduardoMaruri2023, #FernandoVillavicencio2023",Negativo,1,1.0,-0.26335
1100,2024-09-02,usuario_936,Me preocupa que Jan Topic esté recibiendo apoyo de grupos cuestionables.,Jan Topic,"#JanTopic2023, #FernandoVillavicencio2023",Neutro,0,,0.0
1740,2024-11-06,usuario_104,"Daniel Noboa no tiene experiencia para manejar el país, no lo veo como una opción viable.",Daniel Noboa,"#LuisaGonzález2023, #PolíticaEC, #VotoConsciente",Negativo,1,1.0,-0.26335
643,2025-01-16,usuario_521,Creo que Jan Topic representa un cambio positivo para Ecuador.,Jan Topic,"#PatricioZuquilanda2023, #BolívarArmijos2023, #Democracia",Neutro,0,,0.0
965,2024-03-20,usuario_24,"Otto Sonnenholzner no tiene experiencia para manejar el país, no lo veo como una opción viable.",Otto Sonnenholzner,"#EduardoMaruri2023, #FernandoVillavicencio2023",Negativo,0,,-0.26335
1402,2025-01-31,usuario_806,"No creo que Yaku Pérez pueda cumplir sus promesas, pero aún así es mejor que las otras opciones.",Yaku Pérez,#PolíticaEC,Neutro,0,,-0.148
1718,2024-08-23,usuario_975,"No confío en Jan Topic, sus discursos no me convencen.",Jan Topic,"#JanTopic2023, #EleccionesEC2023",Negativo,0,,-0.26335
1630,2024-03-29,usuario_4,"No confío en Fernando Villavicencio, sus discursos no me convencen.",Fernando Villavicencio,"#DanielNoboa2023, #BolívarArmijos2023",Negativo,0,,-0.26335
773,2024-03-13,usuario_495,"Luisa González representa los mismos problemas del pasado, no trae nada nuevo.",Luisa González,#BolívarArmijos2023,Neutro,0,,-0.148
1824,2024-03-06,usuario_259,"Voy a votar por Daniel Noboa, es el único que realmente entiende los problemas de la gente.",Daniel Noboa,"#BolívarArmijos2023, #EduardoMaruri2023, #PatricioZuquilanda2023",Neutro,1,1.0,0.0
194,2024-07-20,usuario_413,"No me gusta la forma en la que Daniel Noboa maneja su campaña, no me genera confianza.",Daniel Noboa,"#JanTopic2023, #OttoSonnenholzner2023",Negativo,1,1.0,-0.26335
1915,2024-10-07,usuario_533,"Después de leer su plan de gobierno, me convencí de que Fernando Villavicencio es la mejor opción.",Fernando Villavicencio,"#BolívarArmijos2023, #XavierHervas2023",Neutro,0,,0.0
1031,2024-07-11,usuario_790,Creo que Luisa González representa un cambio positivo para Ecuador.,Luisa González,"#LuisaGonzález2023, #YakuPérez2023, #EduardoMaruri2023",Neutro,0,,0.0
1367,2024-05-03,usuario_255,"Voy a votar por Bolívar Armijos, es el único que realmente entiende los problemas de la gente.",Bolívar Armijos,"#BolívarArmijos2023, #LuisaGonzález2023, #VotoConsciente",Neutro,0,,0.0
1744,2024-04-22,usuario_192,"Yaku Pérez está ganando mucha popularidad en redes, pero eso no significa que sea la mejor opción.",Yaku Pérez,"#LuisaGonzález2023, #PatricioZuquilanda2023, #XavierHervas2023",Neutro,0,,-0.148
327,2024-04-10,usuario_964,"La gente debería informarse mejor antes de criticar a Daniel Noboa, sus propuestas son buenas.",Daniel Noboa,#XavierHervas2023,Neutro,1,1.0,0.0
34,2024-04-26,usuario_998,"Los medios están atacando a Fernando Villavicencio, pero creo que tiene buenas intenciones.",Fernando Villavicencio,"#YakuPérez2023, #EduardoMaruri2023, #FernandoVillavicencio2023",Neutro,0,,0.0
203,2024-07-26,usuario_635,"La gente debería informarse mejor antes de criticar a Xavier Hervas, sus propuestas son buenas.",Xavier Hervas,#Democracia,Neutro,0,,0.0
1228,2024-04-08,usuario_69,"Después del debate, mi opinión sobre Otto Sonnenholzner cambió completamente, ahora me parece más preparado.",Otto Sonnenholzner,#VotoConsciente,Neutro,0,,0.0
1174,2024-09-05,usuario_417,"No me gusta la forma en la que Xavier Hervas maneja su campaña, no me genera confianza.",Xavier Hervas,#XavierHervas2023,Negativo,0,,-0.26335
344,2024-05-17,usuario_204,"Daniel Noboa representa los mismos problemas del pasado, no trae nada nuevo.",Daniel Noboa,"#BolívarArmijos2023, #PolíticaEC, #YakuPérez2023",Neutro,1,1.0,-0.148
320,2024-11-10,usuario_680,"Daniel Noboa representa los mismos problemas del pasado, no trae nada nuevo.",Daniel Noboa,#PolíticaEC,Neutro,1,1.0,-0.148
104,2024-09-27,usuario_602,"Las ideas de Daniel Noboa sobre educación son interesantes, pero falta más detalle.",Daniel Noboa,#VotoConsciente,Neutro,1,1.0,0.0
200,2024-04-09,usuario_899,Creo que Daniel Noboa representa un cambio positivo para Ecuador.,Daniel Noboa,"#BolívarArmijos2023, #JanTopic2023, #LuisaGonzález2023",Neutro,1,1.0,0.0
824,2024-07-20,usuario_530,"Este gobierno necesita un cambio, y Yaku Pérez puede ser la persona indicada.",Yaku Pérez,"#Democracia, #FernandoVillavicencio2023, #EleccionesEC2023",Neutro,0,,0.0
1010,2024-06-24,usuario_635,Daniel Noboa tiene un plan claro para reducir la inseguridad en el país.,Daniel Noboa,"#VotoConsciente, #LuisaGonzález2023, #XavierHervas2023",Neutro,1,1.0,0.0
389,2024-06-27,usuario_14,"Después de leer su plan de gobierno, me convencí de que Fernando Villavicencio es la mejor opción.",Fernando Villavicencio,#EduardoMaruri2023,Neutro,0,,0.0
445,2024-10-19,usuario_777,"No confío en Yaku Pérez, sus discursos no me convencen.",Yaku Pérez,"#PolíticaEC, #VotoConsciente",Negativo,0,,-0.26335
689,2024-09-04,usuario_540,"Los medios están atacando a Fernando Villavicencio, pero creo que tiene buenas intenciones.",Fernando Villavicencio,#BolívarArmijos2023,Neutro,0,,0.0
1389,2024-12-11,usuario_875,"Este gobierno necesita un cambio, y Otto Sonnenholzner puede ser la persona indicada.",Otto Sonnenholzner,#DanielNoboa2023,Neutro,0,,0.0
384,2025-01-11,usuario_824,"No creo que Daniel Noboa pueda cumplir sus promesas, pero aún así es mejor que las otras opciones.",Daniel Noboa,"#BolívarArmijos2023, #PatricioZuquilanda2023, #EduardoMaruri2023",Neutro,1,1.0,-0.148
363,2024-05-19,usuario_179,"Jan Topic representa los mismos problemas del pasado, no trae nada nuevo.",Jan Topic,#BolívarArmijos2023,Neutro,0,,-0.148
1168,2024-07-23,usuario_897,"No me gusta la forma en la que Fernando Villavicencio maneja su campaña, no me genera confianza.",Fernando Villavicencio,"#JanTopic2023, #DanielNoboa2023",Negativo,0,,-0.26335
804,2024-04-02,usuario_8,"Las ideas de Jan Topic sobre educación son interesantes, pero falta más detalle.",Jan Topic,"#EduardoMaruri2023, #DanielNoboa2023",Neutro,0,,0.0
1209,2024-05-29,usuario_15,"Después de leer su plan de gobierno, me convencí de que Fernando Villavicencio es la mejor opción.",Fernando Villavicencio,#XavierHervas2023,Neutro,0,,0.0
1712,2024-07-26,usuario_773,"Los medios están atacando a Fernando Villavicencio, pero creo que tiene buenas intenciones.",Fernando Villavicencio,"#OttoSonnenholzner2023, #PatricioZuquilanda2023",Neutro,0,,0.0
1294,2024-04-11,usuario_427,"Votaré en blanco, ningún candidato, incluyendo Daniel Noboa, me representa realmente.",Daniel Noboa,"#PolíticaEC, #YakuPérez2023, #JanTopic2023",Neutro,1,1.0,0.0
900,2024-11-08,usuario_737,"Votaré en blanco, ningún candidato, incluyendo Jan Topic, me representa realmente.",Jan Topic,#VotoConsciente,Neutro,0,,0.0
1956,2024-04-28,usuario_31,Creo que Yaku Pérez representa un cambio positivo para Ecuador.,Yaku Pérez,"#DanielNoboa2023, #OttoSonnenholzner2023",Neutro,0,,0.0
1053,2025-02-09,usuario_109,"Los medios están atacando a Xavier Hervas, pero creo que tiene buenas intenciones.",Xavier Hervas,"#YakuPérez2023, #PatricioZuquilanda2023",Neutro,0,,0.0
1223,2024-03-18,usuario_468,Otto Sonnenholzner está manipulando la opinión pública con información falsa.,Otto Sonnenholzner,#PatricioZuquilanda2023,Neutro,0,,0.0
1479,2024-05-21,usuario_792,"Votaré en blanco, ningún candidato, incluyendo Otto Sonnenholzner, me representa realmente.",Otto Sonnenholzner,"#BolívarArmijos2023, #PatricioZuquilanda2023, #FernandoVillavicencio2023",Neutro,0,,0.0
701,2024-06-24,usuario_261,"Daniel Noboa representa los mismos problemas del pasado, no trae nada nuevo.",Daniel Noboa,"#EduardoMaruri2023, #JanTopic2023, #OttoSonnenholzner2023",Neutro,1,1.0,-0.148
1424,2024-03-17,usuario_146,"No me gusta la forma en la que Luisa González maneja su campaña, no me genera confianza.",Luisa González,"#EleccionesEC2023, #PatricioZuquilanda2023, #BolívarArmijos2023",Negativo,0,,-0.26335
19,2024-07-06,usuario_188,"Voy a votar por Yaku Pérez, es el único que realmente entiende los problemas de la gente.",Yaku Pérez,"#OttoSonnenholzner2023, #LuisaGonzález2023",Neutro,0,,0.0
1964,2024-06-14,usuario_881,"Después del debate, mi opinión sobre Jan Topic cambió completamente, ahora me parece más preparado.",Jan Topic,"#YakuPérez2023, #FernandoVillavicencio2023",Neutro,0,,0.0
649,2025-02-16,usuario_209,"No confío en Bolívar Armijos, sus discursos no me convencen.",Bolívar Armijos,#FernandoVillavicencio2023,Negativo,0,,-0.26335
518,2024-02-29,usuario_796,"Este gobierno necesita un cambio, y Bolívar Armijos puede ser la persona indicada.",Bolívar Armijos,"#EleccionesEC2023, #XavierHervas2023, #PatricioZuquilanda2023",Neutro,0,,0.0
167,2024-04-03,usuario_679,"Los medios están atacando a Daniel Noboa, pero creo que tiene buenas intenciones.",Daniel Noboa,#VotoConsciente,Neutro,1,1.0,0.0
395,2024-11-15,usuario_474,"Voy a votar por Fernando Villavicencio, es el único que realmente entiende los problemas de la gente.",Fernando Villavicencio,"#YakuPérez2023, #PatricioZuquilanda2023, #PolíticaEC",Neutro,0,,0.0
1225,2024-07-18,usuario_88,Me preocupa que Daniel Noboa esté recibiendo apoyo de grupos cuestionables.,Daniel Noboa,"#EduardoMaruri2023, #EleccionesEC2023, #Democracia",Neutro,1,1.0,0.0
1002,2024-04-19,usuario_34,Jan Topic tiene un plan claro para reducir la inseguridad en el país.,Jan Topic,"#BolívarArmijos2023, #PatricioZuquilanda2023",Neutro,0,,0.0
195,2024-06-14,usuario_737,"Daniel Noboa representa los mismos problemas del pasado, no trae nada nuevo.",Daniel Noboa,#Democracia,Neutro,1,1.0,-0.148
1348,2024-12-02,usuario_743,"Las ideas de Bolívar Armijos sobre educación son interesantes, pero falta más detalle.",Bolívar Armijos,"#BolívarArmijos2023, #OttoSonnenholzner2023, #LuisaGonzález2023",Neutro,0,,0.0
1063,2024-05-25,usuario_606,Me parece que Yaku Pérez tiene las mejores propuestas para mejorar la economía del país.,Yaku Pérez,"#PolíticaEC, #JanTopic2023",Neutro,0,,0.0
486,2024-07-01,usuario_990,"No creo que Jan Topic pueda cumplir sus promesas, pero aún así es mejor que las otras opciones.",Jan Topic,"#DanielNoboa2023, #EleccionesEC2023",Neutro,0,,-0.148
1211,2024-10-30,usuario_536,"Después de leer su plan de gobierno, me convencí de que Xavier Hervas es la mejor opción.",Xavier Hervas,"#OttoSonnenholzner2023, #EleccionesEC2023, #Democracia",Neutro,0,,0.0
1992,2025-01-22,usuario_726,"Las ideas de Jan Topic sobre educación son interesantes, pero falta más detalle.",Jan Topic,"#OttoSonnenholzner2023, #VotoConsciente",Neutro,0,,0.0
1517,2024-12-05,usuario_955,Me parece que Daniel Noboa tiene las mejores propuestas para mejorar la economía del país.,Daniel Noboa,#VotoConsciente,Neutro,1,1.0,0.0
1374,2024-05-02,usuario_615,"Daniel Noboa no tiene experiencia para manejar el país, no lo veo como una opción viable.",Daniel Noboa,"#EduardoMaruri2023, #FernandoVillavicencio2023",Negativo,1,1.0,-0.26335
1120,2024-12-08,usuario_300,"Daniel Noboa está ganando mucha popularidad en redes, pero eso no significa que sea la mejor opción.",Daniel Noboa,"#FernandoVillavicencio2023, #YakuPérez2023, #PolíticaEC",Neutro,1,1.0,-0.148
1596,2024-06-29,usuario_562,"Otto Sonnenholzner no tiene experiencia para manejar el país, no lo veo como una opción viable.",Otto Sonnenholzner,"#FernandoVillavicencio2023, #PolíticaEC, #YakuPérez2023",Negativo,0,,-0.26335
332,2024-02-28,usuario_756,Creo que Bolívar Armijos representa un cambio positivo para Ecuador.,Bolívar Armijos,"#JanTopic2023, #XavierHervas2023, #Democracia",Neutro,0,,0.0
1206,2024-08-23,usuario_54,"No confío en Daniel Noboa, sus discursos no me convencen.",Daniel Noboa,"#JanTopic2023, #BolívarArmijos2023, #PolíticaEC",Negativo,1,1.0,-0.26335
925,2024-12-09,usuario_356,Jan Topic tiene un plan claro para reducir la inseguridad en el país.,Jan Topic,#PatricioZuquilanda2023,Neutro,0,,0.0
526,2024-08-01,usuario_574,"Las ideas de Bolívar Armijos sobre educación son interesantes, pero falta más detalle.",Bolívar Armijos,#VotoConsciente,Neutro,0,,0.0
1121,2024-07-28,usuario_276,Creo que Jan Topic representa un cambio positivo para Ecuador.,Jan Topic,#VotoConsciente,Neutro,0,,0.0
454,2025-01-28,usuario_61,Creo que Fernando Villavicencio representa un cambio positivo para Ecuador.,Fernando Villavicencio,"#YakuPérez2023, #PatricioZuquilanda2023, #XavierHervas2023",Neutro,0,,0.0
867,2025-02-11,usuario_456,"Después del debate, mi opinión sobre Daniel Noboa cambió completamente, ahora me parece más preparado.",Daniel Noboa,"#YakuPérez2023, #PolíticaEC, #VotoConsciente",Neutro,1,1.0,0.0
14,2024-05-31,usuario_193,Xavier Hervas está manipulando la opinión pública con información falsa.,Xavier Hervas,#OttoSonnenholzner2023,Neutro,0,,0.0
1746,2024-04-22,usuario_355,"Después de leer su plan de gobierno, me convencí de que Xavier Hervas es la mejor opción.",Xavier Hervas,"#OttoSonnenholzner2023, #XavierHervas2023, #BolívarArmijos2023",Neutro,0,,0.0
401,2024-12-18,usuario_264,Jan Topic está manipulando la opinión pública con información falsa.,Jan Topic,"#Democracia, #EduardoMaruri2023, #PatricioZuquilanda2023",Neutro,0,,0.0
